代码,名称,alphafeed_symbol
600859,王府井,600859.SH
600860,京城股份,600860.SH
600861,北京人力,600861.SH
600862,中航高科,600862.SH
600863,华能蒙电,600863.SH
600864,哈投股份,600864.SH
600865,百大集团,600865.SH
600866,星湖科技,600866.SH
600867,通化东宝,600867.SH
600868,梅雁吉祥,600868.SH
600869,远东股份,600869.SH
600871,石化油服,600871.SH
600872,中炬高新,600872.SH
600873,梅花生物,600873.SH
600874,创业环保,600874.SH
600875,东方电气,600875.SH
600876,凯盛新能,600876.SH
600877,电科芯片,600877.SH
600879,航天电子,600879.SH
600880,博瑞传播,600880.SH
600881,亚泰集团,600881.SH
600882,妙可蓝多,600882.SH
600883,博闻科技,600883.SH
600884,杉杉股份,600884.SH
600885,宏发股份,600885.SH
600886,国投电力,600886.SH
600887,伊利股份,600887.SH
600888,新疆众和,600888.SH
600889,*ST京化,600889.SH
600892,大晟文化,600892.SH
600893,航发动力,600893.SH
600894,广日股份,600894.SH
600895,张江高科,600895.SH
600897,厦门空港,600897.SH
600900,长江电力,600900.SH
600901,江苏金租,600901.SH
600903,贵州燃气,600903.SH
600905,三峡能源,600905.SH
600906,财达证券,600906.SH
600908,无锡银行,600908.SH
600909,华安证券,600909.SH
600916,中国黄金,600916.SH
600917,重庆燃气,600917.SH
600918,中泰证券,600918.SH
600919,江苏银行,600919.SH
600925,苏能股份,600925.SH
600926,杭州银行,600926.SH
600927,永安期货,600927.SH
600928,西安银行,600928.SH
600929,雪天盐业,600929.SH
600930,华电新能,600930.SH
600933,爱柯迪,600933.SH
600935,华塑股份,600935.SH
600936,北投科技,600936.SH
600938,中国海油,600938.SH
600939,重庆建工,600939.SH
600941,中国移动,600941.SH
600955,维远股份,600955.SH
600956,新天绿能,600956.SH
600958,东方证券,600958.SH
600959,江苏有线,600959.SH
600960,渤海汽车,600960.SH
600961,株冶集团,600961.SH
600962,国投中鲁,600962.SH
600963,岳阳林纸,600963.SH
600965,*ST福成,600965.SH
600966,博汇纸业,600966.SH
600967,内蒙一机,600967.SH
600968,海油发展,600968.SH
600969,郴电国际,600969.SH
600970,中材国际,600970.SH
600971,恒源煤电,600971.SH
600973,宝胜股份,600973.SH
600975,新五丰,600975.SH
600976,健民集团,600976.SH
600977,中国电影,600977.SH
600979,广安爱众,600979.SH
600980,北矿科技,600980.SH
600981,苏豪汇鸿,600981.SH
600982,宁波能源,600982.SH
600983,惠而浦,600983.SH
600984,建设机械,600984.SH
600985,淮北矿业,600985.SH
600986,浙文互联,600986.SH
600987,航民股份,600987.SH
600988,赤峰黄金,600988.SH
600989,宝丰能源,600989.SH
600990,四创电子,600990.SH
600992,贵绳股份,600992.SH
600993,马应龙,600993.SH
600995,南网储能,600995.SH
600996,贵广网络,600996.SH
600997,开滦股份,600997.SH
600998,九州通,600998.SH
600999,招商证券,600999.SH
601000,唐山港,601000.SH
601001,晋控煤业,601001.SH
601002,晋亿实业,601002.SH
601003,柳钢股份,601003.SH
601005,重庆钢铁,601005.SH
601006,大秦铁路,601006.SH
601007,金陵饭店,601007.SH
601008,连云港,601008.SH
601009,南京银行,601009.SH
601010,ST文峰,601010.SH
601011,宝泰隆,601011.SH
601012,隆基绿能,601012.SH
601015,陕西黑猫,601015.SH
601016,节能风电,601016.SH
601018,宁波港,601018.SH
601019,山东出版,601019.SH
601020,华钰矿业,601020.SH
601021,春秋航空,601021.SH
601022,宁波远洋,601022.SH
601026,道生天合,601026.SH
601033,永兴股份,601033.SH
601038,一拖股份,601038.SH
601058,赛轮轮胎,601058.SH
601059,信达证券,601059.SH
601061,中信金属,601061.SH
601065,江盐集团,601065.SH
601066,中信建投,601066.SH
601068,中铝国际,601068.SH
601069,西部黄金,601069.SH
601077,渝农商行,601077.SH
601083,锦江航运,601083.SH
601086,国芳集团,601086.SH
601088,中国神华,601088.SH
601089,福元医药,601089.SH
601096,宏盛华源,601096.SH
601098,中南传媒,601098.SH
601099,太平洋,601099.SH
601100,恒立液压,601100.SH
601101,昊华能源,601101.SH
601106,中国一重,601106.SH
601107,四川成渝,601107.SH
601108,财通证券,601108.SH
601111,中国国航,601111.SH
601112,振石股份,601112.SH
601113,华鼎股份,601113.SH
601116,三江购物,601116.SH
601117,中国化学,601117.SH
601118,海南橡胶,601118.SH
601121,宝地矿业,601121.SH
601126,四方股份,601126.SH
601127,赛力斯,601127.SH
601128,常熟银行,601128.SH
601133,柏诚股份,601133.SH
601136,首创证券,601136.SH
601137,博威合金,601137.SH
601138,工业富联,601138.SH
601139,深圳燃气,601139.SH
601155,新城控股,601155.SH
601156,东航物流,601156.SH
601158,重庆水务,601158.SH
601162,天风证券,601162.SH
601163,三角轮胎,601163.SH
601166,兴业银行,601166.SH
601168,西部矿业,601168.SH
601169,北京银行,601169.SH
601177,杭齿前进,601177.SH
601179,中国西电,601179.SH
601186,中国铁建,601186.SH
601187,厦门银行,601187.SH
601188,龙江交通,601188.SH
601198,东兴证券,601198.SH
601199,江南水务,601199.SH
601200,XD上海环,601200.SH
601208,东材科技,601208.SH
601211,国泰海通,601211.SH
601212,白银有色,601212.SH
601216,君正集团,601216.SH
601218,吉鑫科技,601218.SH
601222,林洋能源,601222.SH
601225,陕西煤业,601225.SH
601226,华电科工,601226.SH
601228,广州港,601228.SH
601229,上海银行,601229.SH
601231,环旭电子,601231.SH
601233,桐昆股份,601233.SH
601236,红塔证券,601236.SH
601238,广汽集团,601238.SH
601279,英利汽车,601279.SH
601288,农业银行,601288.SH
601298,青岛港,601298.SH
601311,骆驼股份,601311.SH
601318,中国平安,601318.SH
601319,中国人保,601319.SH
601326,秦港股份,601326.SH
601328,交通银行,601328.SH
601330,绿色动力,601330.SH
601333,广深铁路,601333.SH
601336,新华保险,601336.SH
601339,百隆东方,601339.SH
601360,三六零,601360.SH
601366,利群股份,601366.SH
601368,绿城水务,601368.SH
601369,陕鼓动力,601369.SH
601375,中原证券,601375.SH
601377,兴业证券,601377.SH
601388,怡球资源,601388.SH
601390,中国中铁,601390.SH
601398,工商银行,601398.SH
601399,国机重装,601399.SH
601456,国联民生,601456.SH
601500,通用股份,601500.SH
601512,中新集团,601512.SH
601515,衢州东峰,601515.SH
601518,吉林高速,601518.SH
601519,大智慧,601519.SH
601528,瑞丰银行,601528.SH
601555,东吴证券,601555.SH
601566,九牧王,601566.SH
601567,三星电气,601567.SH
601568,北元化工,601568.SH
601577,长沙银行,601577.SH
601579,会稽山,601579.SH
601588,北辰实业,601588.SH
601595,上海电影,601595.SH
601598,中国外运,601598.SH
601599,浙文影业,601599.SH
601600,中国铝业,601600.SH
601601,中国太保,601601.SH
601606,长城军工,601606.SH
601607,上海医药,601607.SH
601608,中信重工,601608.SH
601609,金田股份,601609.SH
601611,中国核建,601611.SH
601615,明阳智能,601615.SH
601616,广电电气,601616.SH
601618,中国中冶,601618.SH
601619,嘉泽新能,601619.SH
601628,中国人寿,601628.SH
601633,长城汽车,601633.SH
601636,旗滨集团,601636.SH
601658,邮储银行,601658.SH
601665,齐鲁银行,601665.SH
601666,平煤股份,601666.SH
601668,中国建筑,601668.SH
601669,中国电建,601669.SH
601677,明泰铝业,601677.SH
601678,滨化股份,601678.SH
601686,友发集团,601686.SH
601688,华泰证券,601688.SH
601689,拓普集团,601689.SH
601696,中银证券,601696.SH
601698,中国卫通,601698.SH
601699,潞安环能,601699.SH
601700,风范股份,601700.SH
601702,华峰铝业,601702.SH
601717,中创智领,601717.SH
601718,ST际华,601718.SH
601727,上海电气,601727.SH
601728,中国电信,601728.SH
601766,中国中车,601766.SH
601777,千里科技,601777.SH
601778,晶科科技,601778.SH
601788,光大证券,601788.SH
601789,宁波建工,601789.SH
601798,蓝科高新,601798.SH
601799,星宇股份,601799.SH
601800,中国交建,601800.SH
601801,皖新传媒,601801.SH
601808,中海油服,601808.SH
601811,新华文轩,601811.SH
601816,京沪高铁,601816.SH
601818,XD光大银,601818.SH
601825,沪农商行,601825.SH
601827,三峰环境,601827.SH
601828,美凯龙,601828.SH
601838,成都银行,601838.SH
601857,中国石油,601857.SH
601858,中国科传,601858.SH
601860,紫金银行,601860.SH
601865,福莱特,601865.SH
601866,中远海发,601866.SH
601868,中国能建,601868.SH
601869,长飞光纤,601869.SH
601872,招商轮船,601872.SH
601877,正泰电器,601877.SH
601878,XD浙商证,601878.SH
601880,辽港股份,601880.SH
601881,中国银河,601881.SH
601882,海天精工,601882.SH
601886,江河集团,601886.SH
601888,中国中免,601888.SH
601890,亚星锚链,601890.SH
601898,中煤能源,601898.SH
601899,紫金矿业,601899.SH
601900,南方传媒,601900.SH
601901,方正证券,601901.SH
601908,京运通,601908.SH
601916,浙商银行,601916.SH
601918,新集能源,601918.SH
601919,中远海控,601919.SH
601921,浙版传媒,601921.SH
601928,凤凰传媒,601928.SH
601929,吉视传媒,601929.SH
601933,永辉超市,601933.SH
601939,建设银行,601939.SH
601949,中国出版,601949.SH
601952,苏垦农发,601952.SH
601956,东贝集团,601956.SH
601958,金钼股份,601958.SH
601963,重庆银行,601963.SH
601965,中国汽研,601965.SH
601966,玲珑轮胎,601966.SH
601968,宝钢包装,601968.SH
601969,海南矿业,601969.SH
601975,招商南油,601975.SH
601985,中国核电,601985.SH
601988,中国银行,601988.SH
601990,南京证券,601990.SH
601991,大唐发电,601991.SH
601992,金隅集团,601992.SH
601995,中金公司,601995.SH
601996,丰林集团,601996.SH
601997,贵阳银行,601997.SH
601998,中信银行,601998.SH
601999,出版传媒,601999.SH
603000,人民网,603000.SH
603001,奥康国际,603001.SH
603002,宏昌电子,603002.SH
603004,鼎龙科技,603004.SH
603005,晶方科技,603005.SH
603006,联明股份,603006.SH
603007,顺景科技,603007.SH
603008,ST喜临门,603008.SH
603009,北特科技,603009.SH
603010,万盛股份,603010.SH
603011,合锻智能,603011.SH
603012,创力集团,603012.SH
603013,亚普股份,603013.SH
603014,威高血净,603014.SH
603015,弘讯科技,603015.SH
603016,新宏泰,603016.SH
603017,中衡设计,603017.SH
603018,华设集团,603018.SH
603019,中科曙光,603019.SH
603020,爱普股份,603020.SH
603021,*ST华鹏,603021.SH
603022,新通联,603022.SH
603023,威帝股份,603023.SH
603025,大豪科技,603025.SH
603026,石大胜华,603026.SH
603027,千禾味业,603027.SH
603028,赛福天,603028.SH
603029,天鹅股份,603029.SH
603030,全筑股份,603030.SH
603031,安孚科技,603031.SH
603032,德新科技,603032.SH
603033,三维股份,603033.SH
603035,常熟汽饰,603035.SH
603036,如通股份,603036.SH
603037,凯众股份,603037.SH
603038,华立股份,603038.SH
603039,泛微网络,603039.SH
603040,新坐标,603040.SH
603041,美思德,603041.SH
603042,华脉科技,603042.SH
603043,广州酒家,603043.SH
603045,福达合金,603045.SH
603048,浙江黎明,603048.SH
603049,中策橡胶,603049.SH
603050,科林电气,603050.SH
603051,鹿山新材,603051.SH
603052,可川科技,603052.SH
603053,成都燃气,603053.SH
603055,台华新材,603055.SH
603057,紫燕食品,603057.SH
603058,永吉股份,603058.SH
603059,倍加洁,603059.SH
603060,国检集团,603060.SH
603061,金海通,603061.SH
603062,麦加芯彩,603062.SH
603063,禾望电气,603063.SH
603065,宿迁联盛,603065.SH
603066,音飞储存,603066.SH
603067,振华股份,603067.SH
603068,博通集成,603068.SH
603069,海汽集团,603069.SH
603070,万控智造,603070.SH
603071,物产环能,603071.SH
603072,天和磁材,603072.SH
603073,彩蝶实业,603073.SH
603075,热威股份,603075.SH
603076,乐惠国际,603076.SH
603077,和邦生物,603077.SH
603078,江化微,603078.SH
603079,圣达生物,603079.SH
603080,新疆火炬,603080.SH
603081,大丰实业,603081.SH
603082,北自科技,603082.SH
603083,剑桥科技,603083.SH
603085,天成自控,603085.SH
603086,先达股份,603086.SH
603087,甘李药业,603087.SH
603088,宁波精达,603088.SH
603089,正裕工业,603089.SH
603090,宏盛股份,603090.SH
603091,众鑫股份,603091.SH
603092,德力佳,603092.SH
603093,南华期货,603093.SH
603095,越剑智能,603095.SH
603096,新经典,603096.SH
603097,江苏华辰,603097.SH
603098,森特股份,603098.SH
603099,长白山,603099.SH
603100,川仪股份,603100.SH
603101,汇嘉时代,603101.SH
603102,百合股份,603102.SH
603103,横店影视,603103.SH
603105,芯能科技,603105.SH
603106,恒银科技,603106.SH
603107,上海汽配,603107.SH
603108,润达医疗,603108.SH
603109,神驰机电,603109.SH
603110,东方材料,603110.SH
603111,康尼机电,603111.SH
603112,华翔股份,603112.SH
603113,金能科技,603113.SH
603115,海星股份,603115.SH
603116,红蜻蜓,603116.SH
603117,万林物流,603117.SH
603118,共进股份,603118.SH
603119,浙江荣泰,603119.SH
603120,肯特催化,603120.SH
603121,华培动力,603121.SH
603122,合富中国,603122.SH
603123,翠微股份,603123.SH
603124,江南新材,603124.SH
603125,常青科技,603125.SH
603126,中材节能,603126.SH
603127,昭衍新药,603127.SH
603128,华贸物流,603128.SH
603129,春风动力,603129.SH
603130,云中马,603130.SH
603131,上海沪工,603131.SH
603132,金徽股份,603132.SH
603135,中重科技,603135.SH
603136,天目湖,603136.SH
603137,恒尚节能,603137.SH
603138,海量数据,603138.SH
603139,康惠股份,603139.SH
603150,万朗磁塑,603150.SH
603151,邦基科技,603151.SH
603153,上海建科,603153.SH
603155,新亚强,603155.SH
603156,养元饮品,603156.SH
603158,腾龙股份,603158.SH
603159,上海亚虹,603159.SH
603160,汇顶科技,603160.SH
603161,科华控股,603161.SH
603162,海通发展,603162.SH
603163,圣晖集成,603163.SH
603165,荣晟环保,603165.SH
603166,福达股份,603166.SH
603167,渤海轮渡,603167.SH
603168,莎普爱思,603168.SH
603169,兰石重装,603169.SH
603170,宝立食品,603170.SH
603171,税友股份,603171.SH
603172,万丰股份,603172.SH
603173,福斯达,603173.SH
603175,超颖电子,603175.SH
603176,汇通集团,603176.SH
603177,德创环保,603177.SH
603178,圣龙股份,603178.SH
603179,新泉股份,603179.SH
603180,金牌家居,603180.SH
603181,皇马科技,603181.SH
603182,嘉华股份,603182.SH
603183,建研院,603183.SH
603185,弘元绿能,603185.SH
603186,华正新材,603186.SH
603187,海容冷链,603187.SH
603188,亚邦股份,603188.SH
603189,*ST网达,603189.SH
603190,亚通精工,603190.SH
603191,望变电气,603191.SH
603192,汇得科技,603192.SH
603193,润本股份,603193.SH
603194,中力股份,603194.SH
603195,公牛集团,603195.SH
603196,璞源材料,603196.SH
603197,保隆科技,603197.SH
603198,迎驾贡酒,603198.SH
603199,九华旅游,603199.SH
603200,上海洗霸,603200.SH
603201,常润股份,603201.SH
603202,天有为,603202.SH
603203,快克智能,603203.SH
603205,健尔康,603205.SH
603206,嘉环科技,603206.SH
603207,小方制药,603207.SH
603208,江山欧派,603208.SH
603209,兴通股份,603209.SH
603210,泰鸿万立,603210.SH
603211,晋拓股份,603211.SH
603212,赛伍技术,603212.SH
603213,镇洋发展,603213.SH
603214,爱婴室,603214.SH
603215,比依股份,603215.SH
603216,梦天家居,603216.SH
603217,元利科技,603217.SH
603218,日月股份,603218.SH
603219,富佳股份,603219.SH
603220,中贝通信,603220.SH
603221,爱丽家居,603221.SH
603222,济民健康,603222.SH
603223,恒通股份,603223.SH
603225,新凤鸣,603225.SH
603226,菲林格尔,603226.SH
603227,雪峰科技,603227.SH
603228,景旺电子,603228.SH
603229,奥翔药业,603229.SH
603230,内蒙新华,603230.SH
603231,索宝蛋白,603231.SH
603232,格尔软件,603232.SH
603233,大参林,603233.SH
603235,天新药业,603235.SH
603236,移远通信,603236.SH
603237,五芳斋,603237.SH
603238,诺邦股份,603238.SH
603239,浙江仙通,603239.SH
603248,锡华科技,603248.SH
603255,鼎际得,603255.SH
603256,宏和科技,603256.SH
603257,中国瑞林,603257.SH
603258,电魂网络,603258.SH
603259,药明康德,603259.SH
603260,合盛硅业,603260.SH
603261,立航科技,603261.SH
603262,技源集团,603262.SH
603266,天龙股份,603266.SH
603267,鸿远电子,603267.SH
603268,松发股份,603268.SH
603269,海鸥股份,603269.SH
603270,金帝股份,603270.SH
603271,永杰新材,603271.SH
603272,*ST联翔,603272.SH
603273,天元智能,603273.SH
603275,众辰科技,603275.SH
603276,恒兴新材,603276.SH
603277,银都股份,603277.SH
603278,大业股份,603278.SH
603279,景津装备,603279.SH
603280,南方路机,603280.SH
603281,江瀚新材,603281.SH
603282,亚光股份,603282.SH
603283,赛腾股份,603283.SH
603284,林平发展,603284.SH
603285,键邦股份,603285.SH
603286,日盈电子,603286.SH
603288,海天味业,603288.SH
603289,泰瑞机器,603289.SH
603290,斯达半导,603290.SH
603291,联合水务,603291.SH
603293,埃泰克,603293.SH
603296,华勤技术,603296.SH
603297,永新光学,603297.SH
603298,杭叉集团,603298.SH
603299,苏盐井神,603299.SH
603300,海南华铁,603300.SH
603301,振德医疗,603301.SH
603303,得邦照明,603303.SH
603305,旭升集团,603305.SH
603306,华懋科技,603306.SH
603307,扬州金泉,603307.SH
603308,应流股份,603308.SH
603309,维力医疗,603309.SH
603310,巍华新材,603310.SH
603311,金海高科,603311.SH
603312,西典新能,603312.SH
603313,梦百合,603313.SH
603315,福鞍股份,603315.SH
603316,诚邦股份,603316.SH
603317,天味食品,603317.SH
603318,水发燃气,603318.SH
603319,美湖股份,603319.SH
603320,迪贝电气,603320.SH
603321,梅轮电梯,603321.SH
603322,超讯科技,603322.SH
603323,苏农银行,603323.SH
603324,盛剑科技,603324.SH
603325,博隆技术,603325.SH
603326,我乐家居,603326.SH
603327,福蓉科技,603327.SH
603328,依顿电子,603328.SH
603329,上海雅仕,603329.SH
603330,天洋新材,603330.SH
603331,百达精工,603331.SH
603332,苏州龙杰,603332.SH
603333,福华尚纬,603333.SH
603334,丰倍生物,603334.SH
603335,迪生力,603335.SH
603336,宏辉果蔬,603336.SH
603337,杰克科技,603337.SH
603338,浙江鼎力,603338.SH
603339,四方科技,603339.SH
603341,龙旗科技,603341.SH
603344,星德胜,603344.SH
603345,安井食品,603345.SH
603348,文灿股份,603348.SH
603350,安乃达,603350.SH
603351,威尔药业,603351.SH
603352,至信股份,603352.SH
603353,和顺石油,603353.SH
603355,莱克电气,603355.SH
603356,华菱精工,603356.SH
603357,设计总院,603357.SH
603358,华达科技,603358.SH
603359,*ST东珠,603359.SH
603360,百傲化学,603360.SH
603363,傲农生物,603363.SH
603365,水星家纺,603365.SH
603366,日出东方,603366.SH
603367,辰欣药业,603367.SH
603368,柳药集团,603368.SH
603369,今世缘,603369.SH
603370,华新精科,603370.SH
603373,安邦护卫,603373.SH
603375,盛景微,603375.SH
603376,大明电子,603376.SH
603377,ST东时,603377.SH
603378,*ST亚士,603378.SH
603379,三美股份,603379.SH
603380,易德龙,603380.SH
603381,永臻股份,603381.SH
603382,海阳科技,603382.SH
603383,顶点软件,603383.SH
603385,惠达卫浴,603385.SH
603386,骏亚科技,603386.SH
603387,基蛋生物,603387.SH
603389,亚振家居,603389.SH
603390,通达电气,603390.SH
603391,力聚热能,603391.SH
603392,万泰生物,603392.SH
603393,新天然气,603393.SH
603395,红四方,603395.SH
603396,金辰股份,603396.SH
603398,*ST沐邦,603398.SH
603399,永杉锂业,603399.SH
603400,华之杰,603400.SH
603402,陕西旅游,603402.SH
603406,天富龙,603406.SH
603407,长裕集团,603407.SH
603408,建霖家居,603408.SH
603409,汇通控股,603409.SH
603416,信捷电气,603416.SH
603418,友升股份,603418.SH
603421,鼎信通讯,603421.SH
603429,*ST集友,603429.SH
603435,嘉德利,603435.SH
603439,三力制药,603439.SH
603444,吉比特,603444.SH
603456,九洲药业,603456.SH
603458,勘设股份,603458.SH
603459,红板科技,603459.SH
603466,风语筑,603466.SH
603477,巨星农牧,603477.SH
603486,科沃斯,603486.SH
603488,展鹏科技,603488.SH
603489,八方股份,603489.SH
603496,恒为科技,603496.SH
603499,翔港科技,603499.SH
603500,祥和实业,603500.SH
603501,豪威集团,603501.SH
603505,金石资源,603505.SH
603506,南都物业,603506.SH
603507,振江股份,603507.SH
603508,思维列控,603508.SH
603511,爱慕股份,603511.SH
603515,欧普照明,603515.SH
603516,淳中科技,603516.SH
603517,ST绝味,603517.SH
603518,锦泓集团,603518.SH
603519,立霸股份,603519.SH
603520,司太立,603520.SH
603527,众源新材,603527.SH
603528,多伦科技,603528.SH
603529,爱玛科技,603529.SH
603530,神马电力,603530.SH
603533,掌阅科技,603533.SH
603535,嘉诚国际,603535.SH
603536,惠发食品,603536.SH
603538,美诺华,603538.SH
603551,奥普科技,603551.SH
603556,海兴电力,603556.SH
603557,*ST起步,603557.SH
603558,健盛集团,603558.SH
603559,中通国脉,603559.SH
603565,中谷物流,603565.SH
603566,普莱柯,603566.SH
603567,珍宝岛,603567.SH
603568,伟明环保,603568.SH
603569,长久物流,603569.SH
603577,汇金通,603577.SH
603578,三星新材,603578.SH
603579,荣泰健康,603579.SH
603580,艾艾精工,603580.SH
603583,捷昌驱动,603583.SH
603585,苏利股份,603585.SH
603586,金麒麟,603586.SH
603587,XD地素时,603587.SH
603588,高能环境,603588.SH
603589,口子窖,603589.SH
603590,康辰药业,603590.SH
603595,ST东尼,603595.SH
603596,伯特利,603596.SH
603598,引力传媒,603598.SH
603599,广信股份,603599.SH
603600,永艺股份,603600.SH
603601,再升科技,603601.SH
603602,纵横通信,603602.SH
603605,珀莱雅,603605.SH
603606,东方电缆,603606.SH
603607,京华激光,603607.SH
603608,天创时尚,603608.SH
603609,禾丰股份,603609.SH
603610,麒盛科技,603610.SH
603611,诺力股份,603611.SH
603612,索通发展,603612.SH
603613,国联股份,603613.SH
603615,茶花股份,603615.SH
603616,韩建河山,603616.SH
603617,君禾股份,603617.SH
603618,杭电股份,603618.SH
603619,中曼石油,603619.SH
603626,科森科技,603626.SH
603628,清源股份,603628.SH
603629,利通电子,603629.SH
603630,拉芳家化,603630.SH
603633,徕木股份,603633.SH
603636,南威软件,603636.SH
603637,镇海股份,603637.SH
603638,艾迪精密,603638.SH
603639,海利尔,603639.SH
603648,畅联股份,603648.SH
603650,彤程新材,603650.SH
603655,朗博科技,603655.SH
603656,泰禾智能,603656.SH
603657,春光科技,603657.SH
603658,安图生物,603658.SH
603659,璞泰来,603659.SH
603660,苏州科达,603660.SH
603661,恒林股份,603661.SH
603662,柯力传感,603662.SH
603663,三祥新材,603663.SH
603665,康隆达,603665.SH
603666,亿嘉和,603666.SH
603667,五洲新春,603667.SH
603668,天马科技,603668.SH
603669,灵康药业,603669.SH
603676,卫信康,603676.SH
603677,奇精机械,603677.SH
603678,火炬电子,603678.SH
603679,华体科技,603679.SH
603680,今创集团,603680.SH
603681,永冠新材,603681.SH
603682,锦和商管,603682.SH
603683,晶华新材,603683.SH
603685,晨丰科技,603685.SH
603686,福龙马,603686.SH
603687,大胜达,603687.SH
603688,石英股份,603688.SH
603689,皖天然气,603689.SH
603690,至纯科技,603690.SH
603693,江苏新能,603693.SH
603696,安记食品,603696.SH
603697,有友食品,603697.SH
603698,航天工程,603698.SH
603699,纽威股份,603699.SH
603700,宁水集团,603700.SH
603701,德宏股份,603701.SH
603703,盛洋科技,603703.SH
603706,东方环宇,603706.SH
603707,健友股份,603707.SH
603708,家家悦,603708.SH
603709,中源家居,603709.SH
603711,香飘飘,603711.SH
603712,七一二,603712.SH
603713,密尔克卫,603713.SH
603716,塞力医疗,603716.SH
603717,天域生物,603717.SH
603718,*ST海利,603718.SH
603719,良品铺子,603719.SH
603721,中广天择,603721.SH
603722,阿科力,603722.SH
603725,天安新材,603725.SH
603726,朗迪集团,603726.SH
603727,博迈科,603727.SH
603728,鸣志电器,603728.SH
603729,ST龙韵,603729.SH
603730,岱美股份,603730.SH
603733,仙鹤股份,603733.SH
603737,三棵树,603737.SH
603738,泰晶科技,603738.SH
603739,蔚蓝生物,603739.SH
603755,日辰股份,603755.SH
603757,大元泵业,603757.SH
603758,秦安股份,603758.SH
603759,海天股份,603759.SH
603766,隆鑫通用,603766.SH
603767,中马传动,603767.SH
603768,常青股份,603768.SH
603773,沃格光电,603773.SH
603776,永安行,603776.SH
603777,来伊份,603777.SH
603778,国晟科技,603778.SH
603779,威龙股份,603779.SH
603786,科博达,603786.SH
603787,新日股份,603787.SH
603788,宁波高发,603788.SH
603789,ST星农,603789.SH
603790,雅运股份,603790.SH
603797,联泰环保,603797.SH
603798,康普顿,603798.SH
603799,华友钴业,603799.SH
603800,洪田股份,603800.SH
603801,志邦家居,603801.SH
603803,瑞斯康达,603803.SH
603806,福斯特,603806.SH
603808,歌力思,603808.SH
603809,豪能股份,603809.SH
603810,丰山集团,603810.SH
603811,诚意药业,603811.SH
603813,原尚股份,603813.SH
603815,交建股份,603815.SH
603816,顾家家居,603816.SH
603817,海峡环保,603817.SH
603818,曲美家居,603818.SH
603819,神力股份,603819.SH
603822,ST嘉澳,603822.SH
603823,百合花,603823.SH
603825,ST华扬,603825.SH
603826,坤彩科技,603826.SH
603828,*ST利达,603828.SH
603829,洛凯股份,603829.SH
603833,欧派家居,603833.SH
603836,海程邦达,603836.SH
603838,*ST四通,603838.SH
603839,安正时尚,603839.SH
603843,*ST正平,603843.SH
603848,好太太,603848.SH
603855,华荣股份,603855.SH
603856,东宏股份,603856.SH
603858,步长制药,603858.SH
603859,能科科技,603859.SH
603860,中公高科,603860.SH
603861,白云电器,603861.SH
603863,松炀资源,603863.SH
603866,桃李面包,603866.SH
603867,新化股份,603867.SH
603868,飞科电器,603868.SH
603869,ST智知,603869.SH
603871,嘉友国际,603871.SH
603876,鼎胜新材,603876.SH
603877,太平鸟,603877.SH
603878,武进不锈,603878.SH
603879,永悦科技,603879.SH
603880,南卫股份,603880.SH
603881,数据港,603881.SH
603882,金域医学,603882.SH
603883,老百姓,603883.SH
603885,吉祥航空,603885.SH
603886,元祖股份,603886.SH
603887,城地香江,603887.SH
603888,新华网,603888.SH
603889,新澳股份,603889.SH
603890,春秋电子,603890.SH
603893,瑞芯微,603893.SH
603895,天永智能,603895.SH
603896,寿仙谷,603896.SH
603897,长城科技,603897.SH
603898,好莱客,603898.SH
603899,晨光股份,603899.SH
603900,莱绅通灵,603900.SH
603901,永创智能,603901.SH
603903,中持股份,603903.SH
603906,龙蟠科技,603906.SH
603908,牧高笛,603908.SH
603909,建发合诚,603909.SH
603912,佳力图,603912.SH
603915,国茂股份,603915.SH
603916,苏博特,603916.SH
603917,合力科技,603917.SH
603918,金桥信息,603918.SH
603919,金徽酒,603919.SH
603920,世运电路,603920.SH
603922,ST金鸿顺,603922.SH
603926,铁流股份,603926.SH
603927,中科软,603927.SH
603928,兴业股份,603928.SH
603929,亚翔集成,603929.SH
603931,格林达,603931.SH
603933,睿能科技,603933.SH
603936,博敏电子,603936.SH
603937,丽岛新材,603937.SH
603938,三孚股份,603938.SH
603939,益丰药房,603939.SH
603948,建业股份,603948.SH
603949,雪龙集团,603949.SH
603950,长源东谷,603950.SH
603955,大千生态,603955.SH
603956,威派格,603956.SH
603958,哈森股份,603958.SH
603959,ST百利,603959.SH
603960,克来机电,603960.SH
603966,法兰泰克,603966.SH
603967,中创物流,603967.SH
603968,醋化股份,603968.SH
603969,银龙股份,603969.SH
603970,中农立华,603970.SH
603976,正川股份,603976.SH
603977,国泰集团,603977.SH
603978,深圳新星,603978.SH
603979,金诚信,603979.SH
603980,吉华集团,603980.SH
603982,泉峰汽车,603982.SH
603983,丸美生物,603983.SH
603985,恒润股份,603985.SH
603986,兆易创新,603986.SH
603987,康德莱,603987.SH
603988,中电电机,603988.SH
603989,艾华集团,603989.SH
603990,麦迪科技,603990.SH
603991,领先股份,603991.SH
603992,松霖科技,603992.SH
603993,洛阳钼业,603993.SH
603995,甬金股份,603995.SH
603997,继峰股份,603997.SH
603998,方盛制药,603998.SH
603999,读者传媒,603999.SH
605001,威奥股份,605001.SH
605003,众望布艺,605003.SH
605005,合兴股份,605005.SH
605006,山东玻纤,605006.SH
605007,五洲特纸,605007.SH
